|Date|Address|Species|Block|Street|Trap|AddressNumberAndStreet|Latitude|Longitude|AddressAccuracy|NumMosquitos|WnvPresent
7264|2011-08-12|3300 West 104th Street, Chicago, IL 60655, USA|CULEX PIPIENS/RESTUANS|33| W 104TH ST|T095|3300  W 104TH ST, Chicago, IL|41.704336|-87.70373599999999|8|4|1
7280|2011-08-12|4000 South Dearborn Street, Chicago, IL 60609, USA|CULEX PIPIENS|40| S DEARBORN ST|T081|4000  S DEARBORN ST, Chicago, IL|41.821582|-87.62779599999999|9|1|1
7287|2011-08-12|South Doty Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|12| S DOTY AVE|T115|1200  S DOTY AVE, Chicago, IL|41.673408|-87.599862|5|39|1
7308|2011-08-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
7309|2011-08-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|3|1
7311|2011-08-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
7313|2011-08-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|7|1
7322|2011-08-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|11|1
7325|2011-08-12|Ohare Court, Bensenville, IL 60106, USA|CULEX PIPIENS/RESTUANS|10| W OHARE|T903|1000  W OHARE, Chicago, IL|41.957799|-87.930995|5|50|1
7326|2011-08-12|Ohare Court, Bensenville, IL 60106, USA|CULEX PIPIENS/RESTUANS|10| W OHARE|T903|1000  W OHARE, Chicago, IL|41.957799|-87.930995|5|8|1
7331|2011-08-12|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|3|1
7357|2011-08-19|5800 North Western Avenue, Chicago, IL 60659, USA|CULEX PIPIENS/RESTUANS|58| N WESTERN AVE|T028|5800  N WESTERN AVE, Chicago, IL|41.986921|-87.689778|9|4|1
7399|2011-08-19|1000 East 67th Street, Chicago, IL 60637, USA|CULEX PIPIENS/RESTUANS|10| E 67TH ST|T073|1000  E 67TH ST, Chicago, IL|41.773215|-87.60088|8|16|1
7440|2011-08-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|37|1
7441|2011-08-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|31|1
7531|2011-08-26|5200 South Kolmar Avenue, Chicago, IL 60632, USA|CULEX PIPIENS/RESTUANS|52| S KOLMAR|T114|5200  S KOLMAR, Chicago, IL|41.798697|-87.736812|8|46|1
7554|2011-08-26|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|9|1
7558|2011-08-26|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX PIPIENS/RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|5|1
7559|2011-08-26|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX PIPIENS/RESTUANS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|3|1
7588|2011-09-01|7000 West Armitage Avenue, Chicago, IL 60707, USA|CULEX PIPIENS/RESTUANS|70|  W ARMITAGE AVENUE|T151|7000   W ARMITAGE AVENUE, Chicago, IL|41.916265|-87.800515|8|37|1
7592|2011-09-01|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|36|1
7618|2011-09-01|5800 North Pulaski Road, Chicago, IL 60646, USA|CULEX PIPIENS/RESTUANS|58| N PULASKI RD|T027|5800  N PULASKI RD, Chicago, IL|41.984809000000006|-87.728492|8|5|1
7624|2011-09-01|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX PIPIENS/RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|11|1
7644|2011-09-02|3500 West 116th Street, Chicago, IL 60655, USA|CULEX PIPIENS/RESTUANS|35| W 116TH ST|T158|3500  W 116TH ST, Chicago, IL|41.682587|-87.707973|9|13|1
7661|2011-09-02|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|23|1
7681|2011-09-02|Ohare Court, Bensenville, IL 60106, USA|CULEX PIPIENS|10| W OHARE|T903|1000  W OHARE, Chicago, IL|41.957799|-87.930995|5|12|1
7722|2011-09-12|3700 North Kedvale Avenue, Chicago, IL 60641, USA|CULEX PIPIENS/RESTUANS|37| N KEDVALE AVE|T218|3700  N KEDVALE AVE, Chicago, IL|41.948167|-87.730698|8|6|1
7724|2011-09-12|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|22|1
7743|2011-09-12|1700 North Pulaski Road, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|17| N PULASKI RD|T039|1700  N PULASKI RD, Chicago, IL|41.911823999999996|-87.726737|9|3|1
7786|2011-09-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|24|1
7791|2011-09-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|1|1
7807|2011-09-12|1300 North Laramie Avenue, Chicago, IL 60651, USA|CULEX PIPIENS/RESTUANS|13| N LARAMIE AVE|T230|1300  N LARAMIE AVE, Chicago, IL|41.904194|-87.756155|9|24|1
7883|2011-09-16|7900 South South Chicago Avenue, Chicago, IL 60617, USA|CULEX PIPIENS/RESTUANS|79| S CHICAGO AVE|T083|7900  S CHICAGO AVE, Chicago, IL|41.754292|-87.590773|9|9|1
7884|2011-09-16|5200 South Kolmar Avenue, Chicago, IL 60632, USA|CULEX PIPIENS/RESTUANS|52| S KOLMAR|T114|5200  S KOLMAR, Chicago, IL|41.798697|-87.736812|8|36|1
7919|2011-09-16|Ohare Court, Bensenville, IL 60106, USA|CULEX PIPIENS|10| W OHARE|T903|1000  W OHARE, Chicago, IL|41.957799|-87.930995|5|16|1
7944|2011-09-23|4100 North Oak Park Avenue, Chicago, IL 60634, USA|CULEX PIPIENS/RESTUANS|41| N OAK PARK AVE|T002|4100  N OAK PARK AVE, Chicago, IL|41.95469|-87.800991|9|13|1
7969|2011-09-23|7000 West Armitage Avenue, Chicago, IL 60707, USA|CULEX PIPIENS/RESTUANS|70|  W ARMITAGE AVENUE|T151|7000   W ARMITAGE AVENUE, Chicago, IL|41.916265|-87.800515|8|29|1
7975|2011-09-23|3700 North Kedvale Avenue, Chicago, IL 60641, USA|CULEX PIPIENS/RESTUANS|37| N KEDVALE AVE|T218|3700  N KEDVALE AVE, Chicago, IL|41.948167|-87.730698|8|18|1
7979|2011-09-23|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|43|1
7981|2011-09-23|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|46|1
8034|2011-09-23|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX PIPIENS/RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|24|1
8490|2013-06-28|1700 West 95th Street, Chicago, IL 60643, USA|CULEX PIPIENS/RESTUANS|17| W 95TH ST|T094|1700  W 95TH ST, Chicago, IL|41.720848|-87.666014|9|38|1
8691|2013-07-12|8900 South Carpenter Street, Chicago, IL 60620, USA|CULEX PIPIENS/RESTUANS|89| S CARPENTER ST|T159|8900  S CARPENTER ST, Chicago, IL|41.732984|-87.649642|8|27|1
8715|2013-07-12|3500 West 116th Street, Chicago, IL 60655, USA|CULEX RESTUANS|35| W 116TH ST|T158|3500  W 116TH ST, Chicago, IL|41.682587|-87.707973|9|36|1
8721|2013-07-12|7000 North Moselle Avenue, Chicago, IL 60646, USA|CULEX PIPIENS/RESTUANS|70| N MOSELL AVE|T008|7000  N MOSELL AVE, Chicago, IL|42.008314|-87.77792099999999|9|33|1
8722|2013-07-12|7000 North Moselle Avenue, Chicago, IL 60646, USA|CULEX RESTUANS|70| N MOSELL AVE|T008|7000  N MOSELL AVE, Chicago, IL|42.008314|-87.77792099999999|9|45|1
8754|2013-07-12|1000 East 67th Street, Chicago, IL 60637, USA|CULEX RESTUANS|10| E 67TH ST|T073|1000  E 67TH ST, Chicago, IL|41.773215|-87.60088|8|9|1
8837|2013-07-12|3900 North Springfield Avenue, Chicago, IL 60618, USA|CULEX RESTUANS|39| N SPRINGFIELD AVE|T228|3900  N SPRINGFIELD AVE, Chicago, IL|41.951865999999995|-87.72505699999999|8|29|1
8842|2013-07-12|5800 North Ridge Avenue, Chicago, IL 60660, USA|CULEX RESTUANS|58| N RIDGE AVE|T231|5800  N RIDGE AVE, Chicago, IL|41.98728|-87.666066|8|19|1
8854|2013-07-19|1100 Roosevelt Road, Chicago, IL 60608, USA|CULEX PIPIENS/RESTUANS|11| W ROOSEVELT|T048|1100  W ROOSEVELT, Chicago, IL|41.867108|-87.654224|8|37|1
8870|2013-07-19|5000 South Central Avenue, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|50| S CENTRAL AVE|T031|5000  S CENTRAL AVE, Chicago, IL|41.801497999999995|-87.763416|9|16|1
8892|2013-07-19|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|7|1
8894|2013-07-19|7000 North Moselle Avenue, Chicago, IL 60646, USA|CULEX PIPIENS/RESTUANS|70| N MOSELL AVE|T008|7000  N MOSELL AVE, Chicago, IL|42.008314|-87.77792099999999|9|50|1
8905|2013-07-19|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|23|1
8910|2013-07-19|1000 North Central Park Avenue, Chicago, IL 60651, USA|CULEX PIPIENS/RESTUANS|10| N CENTRAL PARK DR|T030|1000  N CENTRAL PARK DR, Chicago, IL|41.899229999999996|-87.716788|9|50|1
8959|2013-07-19|2400 East 105th Street, Chicago, IL 60617, USA|CULEX RESTUANS|24| E 105TH ST|T128|2400  E 105TH ST, Chicago, IL|41.704572|-87.56566600000001|8|13|1
8977|2013-07-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|49|1
8986|2013-07-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|47|1
8988|2013-07-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|46|1
8998|2013-07-19|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX RESTUANS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|50|1
9009|2013-07-19|West Garfield Boulevard, Chicago, IL, USA|CULEX RESTUANS|90| W GARFIELD BLVD|T226|9000  W GARFIELD BLVD, Chicago, IL|41.793818|-87.654234|5|33|1
9012|2013-07-19|1300 North Laramie Avenue, Chicago, IL 60651, USA|CULEX RESTUANS|13| N LARAMIE AVE|T230|1300  N LARAMIE AVE, Chicago, IL|41.904194|-87.756155|9|34|1
9014|2013-07-19|3900 North Springfield Avenue, Chicago, IL 60618, USA|CULEX PIPIENS/RESTUANS|39| N SPRINGFIELD AVE|T228|3900  N SPRINGFIELD AVE, Chicago, IL|41.951865999999995|-87.72505699999999|8|17|1
9015|2013-07-19|3900 North Springfield Avenue, Chicago, IL 60618, USA|CULEX RESTUANS|39| N SPRINGFIELD AVE|T228|3900  N SPRINGFIELD AVE, Chicago, IL|41.951865999999995|-87.72505699999999|8|43|1
9044|2013-07-25|2200 North Cannon Drive, Chicago, IL 60614, USA|CULEX RESTUANS|22| N CANNON DR|T054|2200  N CANNON DR, Chicago, IL|41.921965|-87.632085|8|3|1
9106|2013-07-25|7100 South South Shore Drive, Chicago, IL 60649, USA|CULEX PIPIENS/RESTUANS|71| S SOUTH SHORE DR|T079|7100  S SOUTH SHORE DR, Chicago, IL|41.766202|-87.562889|9|18|1
9197|2013-08-01|1700 West 95th Street, Chicago, IL 60643, USA|CULEX PIPIENS|17| W 95TH ST|T094|1700  W 95TH ST, Chicago, IL|41.720848|-87.666014|9|4|1
9219|2013-08-01|2800 North Francisco Avenue, Chicago, IL 60618, USA|CULEX PIPIENS/RESTUANS|28| N FRANCISCO AVE|T147|2800  N FRANCISCO AVE, Chicago, IL|41.932094|-87.700117|8|24|1
9220|2013-08-01|2800 North Francisco Avenue, Chicago, IL 60618, USA|CULEX RESTUANS|28| N FRANCISCO AVE|T147|2800  N FRANCISCO AVE, Chicago, IL|41.932094|-87.700117|8|10|1
9221|2013-08-01|2800 North Francisco Avenue, Chicago, IL 60618, USA|CULEX PIPIENS|28| N FRANCISCO AVE|T147|2800  N FRANCISCO AVE, Chicago, IL|41.932094|-87.700117|8|27|1
9233|2013-08-01|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|35|1
9247|2013-08-01|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|42|1
9250|2013-08-01|1000 North Central Park Avenue, Chicago, IL 60651, USA|CULEX PIPIENS/RESTUANS|10| N CENTRAL PARK DR|T030|1000  N CENTRAL PARK DR, Chicago, IL|41.899229999999996|-87.716788|9|46|1
9302|2013-08-01|4000 East 130th Street, Chicago, IL 60633, USA|CULEX RESTUANS|40| E 130TH ST|T221|4000  E 130TH ST, Chicago, IL|41.659112|-87.53869300000001|8|5|1
9307|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9308|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9315|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9318|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9319|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9323|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9325|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|38|1
9326|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|48|1
9329|2013-08-01|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9337|2013-08-01|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX PIPIENS/RESTUANS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|20|1
9338|2013-08-01|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX RESTUANS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|7|1
9340|2013-08-01|East 91st Place, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|65| E 91ST PL|T227|6500  E 91ST PL, Chicago, IL|41.728495|-87.60096300000001|5|21|1
9345|2013-08-01|1700 West Addison Street, Chicago, IL 60613, USA|CULEX PIPIENS|17| W ADDISON ST|T224|1700  W ADDISON ST, Chicago, IL|41.947227000000005|-87.67145699999999|9|12|1
9359|2013-08-01|5800 North Ridge Avenue, Chicago, IL 60660, USA|CULEX PIPIENS|58| N RIDGE AVE|T231|5800  N RIDGE AVE, Chicago, IL|41.98728|-87.666066|8|17|1
9372|2013-08-08|4100 North Oak Park Avenue, Chicago, IL 60634, USA|CULEX PIPIENS/RESTUANS|41| N OAK PARK AVE|T002|4100  N OAK PARK AVE, Chicago, IL|41.95469|-87.800991|9|27|1
9374|2013-08-08|4100 North Oak Park Avenue, Chicago, IL 60634, USA|CULEX PIPIENS/RESTUANS|41| N OAK PARK AVE|T002|4100  N OAK PARK AVE, Chicago, IL|41.95469|-87.800991|9|50|1
9376|2013-08-08|4100 North Oak Park Avenue, Chicago, IL 60634, USA|CULEX PIPIENS|41| N OAK PARK AVE|T002|4100  N OAK PARK AVE, Chicago, IL|41.95469|-87.800991|9|43|1
9377|2013-08-08|4100 North Oak Park Avenue, Chicago, IL 60634, USA|CULEX PIPIENS|41| N OAK PARK AVE|T002|4100  N OAK PARK AVE, Chicago, IL|41.95469|-87.800991|9|13|1
9392|2013-08-08|3600 North Pittsburgh Avenue, Chicago, IL 60634, USA|CULEX PIPIENS/RESTUANS|36| N PITTSBURGH AVE|T011|3600  N PITTSBURGH AVE, Chicago, IL|41.944869|-87.832763|8|17|1
9400|2013-08-08|South Vincennes Avenue, Chicago, IL, USA|CULEX RESTUANS|10| S VINCENNES|T089|1000  S VINCENNES, Chicago, IL|41.723195000000004|-87.64997|5|4|1
9409|2013-08-08|7000 West Armitage Avenue, Chicago, IL 60707, USA|CULEX PIPIENS/RESTUANS|70|  W ARMITAGE AVENUE|T151|7000   W ARMITAGE AVENUE, Chicago, IL|41.916265|-87.800515|8|37|1
9413|2013-08-08|3500 West 116th Street, Chicago, IL 60655, USA|CULEX PIPIENS/RESTUANS|35| W 116TH ST|T158|3500  W 116TH ST, Chicago, IL|41.682587|-87.707973|9|48|1
9414|2013-08-08|3500 West 116th Street, Chicago, IL 60655, USA|CULEX PIPIENS/RESTUANS|35| W 116TH ST|T158|3500  W 116TH ST, Chicago, IL|41.682587|-87.707973|9|50|1
9420|2013-08-08|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|28|1
9432|2013-08-08|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|36|1
9435|2013-08-08|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|45|1
9437|2013-08-08|1000 North Central Park Avenue, Chicago, IL 60651, USA|CULEX PIPIENS/RESTUANS|10| N CENTRAL PARK DR|T030|1000  N CENTRAL PARK DR, Chicago, IL|41.899229999999996|-87.716788|9|50|1
9445|2013-08-08|2200 West 51st Street, Chicago, IL 60609, USA|CULEX PIPIENS/RESTUANS|22| W 51ST ST|T061|2200  W 51ST ST, Chicago, IL|41.801179|-87.679447|8|48|1
9450|2013-08-08|Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|52| W 63RD ST|T065|5200  W 63RD ST, Chicago, IL|41.778296999999995|-87.752411|9|11|1
9452|2013-08-08|Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA|CULEX PIPIENS|52| W 63RD ST|T065|5200  W 63RD ST, Chicago, IL|41.778296999999995|-87.752411|9|1|1
9454|2013-08-08|6700 South Kedzie Avenue, Chicago, IL 60629, USA|CULEX PIPIENS/RESTUANS|67| S KEDZIE AVE|T066|6700  S KEDZIE AVE, Chicago, IL|41.77166|-87.703047|8|46|1
9468|2013-08-08|7700 South Eberhart Avenue, Chicago, IL 60619, USA|CULEX PIPIENS/RESTUANS|77| S EBERHART AVE|T080|7700  S EBERHART AVE, Chicago, IL|41.754676|-87.612922|9|24|1
9473|2013-08-08|5000 South Union Avenue, Chicago, IL 60609, USA|CULEX PIPIENS|50| S UNION AVE|T082|5000  S UNION AVE, Chicago, IL|41.803422999999995|-87.642984|8|2|1
9479|2013-08-08|6300 West 64th Street, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|63| W 64TH ST|T155|6300  W 64TH ST, Chicago, IL|41.776156|-87.778927|9|20|1
9483|2013-08-08|South Doty Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|12| S DOTY AVE|T115|1200  S DOTY AVE, Chicago, IL|41.673408|-87.599862|5|50|1
9502|2013-08-08|5800 North Pulaski Road, Chicago, IL 60646, USA|CULEX PIPIENS|58| N PULASKI RD|T027|5800  N PULASKI RD, Chicago, IL|41.984809000000006|-87.728492|8|16|1
9509|2013-08-08|9100 West Higgins Road, Rosemont, IL 60018, USA|CULEX PIPIENS|91| W HIGGINS RD|T009|9100  W HIGGINS RD, Chicago, IL|41.992478000000006|-87.862995|8|38|1
9516|2013-08-08|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|20|1
9517|2013-08-08|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|21|1
9523|2013-08-08|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX PIPIENS/RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|41|1
9526|2013-08-08|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX RESTUANS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|27|1
9528|2013-08-08|East 91st Place, Chicago, IL, USA|CULEX RESTUANS|65| E 91ST PL|T227|6500  E 91ST PL, Chicago, IL|41.728495|-87.60096300000001|5|5|1
9532|2013-08-08|West Garfield Boulevard, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|90| W GARFIELD BLVD|T226|9000  W GARFIELD BLVD, Chicago, IL|41.793818|-87.654234|5|30|1
9534|2013-08-08|West Garfield Boulevard, Chicago, IL, USA|CULEX PIPIENS|90| W GARFIELD BLVD|T226|9000  W GARFIELD BLVD, Chicago, IL|41.793818|-87.654234|5|5|1
9535|2013-08-08|1300 North Laramie Avenue, Chicago, IL 60651, USA|CULEX PIPIENS/RESTUANS|13| N LARAMIE AVE|T230|1300  N LARAMIE AVE, Chicago, IL|41.904194|-87.756155|9|21|1
9536|2013-08-08|1300 North Laramie Avenue, Chicago, IL 60651, USA|CULEX RESTUANS|13| N LARAMIE AVE|T230|1300  N LARAMIE AVE, Chicago, IL|41.904194|-87.756155|9|2|1
9537|2013-08-08|1300 North Laramie Avenue, Chicago, IL 60651, USA|CULEX PIPIENS|13| N LARAMIE AVE|T230|1300  N LARAMIE AVE, Chicago, IL|41.904194|-87.756155|9|8|1
9544|2013-08-08|7100 North Harlem Avenue, Chicago, IL 60631, USA|CULEX PIPIENS/RESTUANS|71| N HARLEM AVE|T233|7100  N HARLEM AVE, Chicago, IL|42.009876|-87.807277|9|50|1
9564|2013-08-15|1700 West 95th Street, Chicago, IL 60643, USA|CULEX PIPIENS|17| W 95TH ST|T094|1700  W 95TH ST, Chicago, IL|41.720848|-87.666014|9|8|1
9573|2013-08-15|5800 North Western Avenue, Chicago, IL 60659, USA|CULEX RESTUANS|58| N WESTERN AVE|T028|5800  N WESTERN AVE, Chicago, IL|41.986921|-87.689778|9|24|1
9574|2013-08-15|5800 North Western Avenue, Chicago, IL 60659, USA|CULEX PIPIENS|58| N WESTERN AVE|T028|5800  N WESTERN AVE, Chicago, IL|41.986921|-87.689778|9|47|1
9591|2013-08-15|7000 West Armitage Avenue, Chicago, IL 60707, USA|CULEX PIPIENS|70|  W ARMITAGE AVENUE|T151|7000   W ARMITAGE AVENUE, Chicago, IL|41.916265|-87.800515|8|9|1
9608|2013-08-15|1100 South California Avenue, Chicago, IL 60612, USA|CULEX PIPIENS/RESTUANS|11| S CALIFORNIA|T047|1100  S CALIFORNIA, Chicago, IL|41.868142|-87.696269|9|22|1
9609|2013-08-15|1100 South California Avenue, Chicago, IL 60612, USA|CULEX PIPIENS|11| S CALIFORNIA|T047|1100  S CALIFORNIA, Chicago, IL|41.868142|-87.696269|9|29|1
